id,author,description,clean
110,@user-zf7yc6yx7z,😅😢Gogo palestina,gogo palestina
112,@user-zf7yc6yx7z,Gakpapa kalau gak bela dia atau suka dia yang pen Ting bela palestina🇵🇸,gakpapa kalau gak bela dia atau suka dia yang pen ting bela palestina
113,@agusyulianto391,Ini semua itu hoaxxxxxxxxxxxxx jangan percaya sama video ini,ini semua itu hoaxxxxxxxxxxxxx jangan percaya sama video ini
114,@agusharri4872,Tolol,tolol
115,@Org_random741,Terus gw minum pake apa Aqua dilarang Ada nya juga air aqua dirumah Apakah ini waktu gw minum air sumur?,terus gw minum pake apa aqua dilarang ada nya juga air aqua dirumah apakah ini waktu gw minum air sumur
116,@dedehkomalasari3922,Kak itu sama aja abc juga,kak itu sama aja abc juga
117,@Batra29,Abc gak termasuk kk,abc gak termasuk kk
118,@AndiAndi-jh2gv,yang jual itu orang indonesia berarti halal kan. bukan israel yang jual apa hubungannya?,yang jual itu orang indonesia berarti halal kan bukan israel yang jual apa hubungannya
119,@SteveMc51,Abc bukannya jg gaboleh?,abc bukannya jg gaboleh
121,@Nnsbent,le mineral sama sama produk isroel,le mineral sama sama produk isroel
122,@KeenanAlghafani345,Kak ABC gk boleh cmn ngasih tau🙂,kak abc gk boleh cmn ngasih tau
123,@Sarah-bc6jw,Scarlet dan grab boikot,scarlet dan grab boikot
124,@namirafauzia1384,"yg sharusnya d boikot tuh bukan produk yahudi,, namun sifat yahudi yg ada pada diri kita..,🙏",yg sharusnya boikot tuh bukan produk yahudi namun sifat yahudi yg ada pada diri kita
125,@galihfajar7730,Hape atau kamera yg dipake buat konten ini kenapa ga dibuang .... semua produk hape n elektronik ada bagian dari israel juga.... bahkan medsos yg besar2 kaya ini juga bagian dari israel.... boikot juga atuh....,hape atau kamera yg dipake buat konten ini kenapa ga dibuang semua produk hape elektronik ada bagian dari israel juga bahkan medsos yg besar kaya ini juga bagian dari israel boikot juga atuh
126,@Aishwavivo,Alhamdulillah dampak boikot terhadap produk pendukung yahudi sudah ada dampaknnya..,alhamdulillah dampak boikot terhadap produk pendukung yahudi sudah ada dampaknnya
127,@user-vg1vw7me6c,cari yg halal,cari yg halal
128,@user-mc1sh3km8h,hp yang di gunakan merekam video ini merk apa ya ?,hp yang di gunakan merekam video ini merk apa ya
129,@user-yy3xe4rs8t,Kagatau,kagatau
130,@kontldown,PERASAAN INI LAGU SURIAH LAH BUKAN PALESTUN 😂😂😂😂,perasaan ini lagu suriah lah bukan palestun
132,@kartikarahayu2165,Oooohhh itu ternyata.....🤭,oooohhh itu ternyata
133,@FeHns,"Giliran media sosial kalian gak boikot, upssss tpi klo d boikot kalian para conten creator ini gak cuan🤭🤭🤭🤭🤭",giliran media sosial kalian gak boikot upssss tpi klo boikot kalian para conten creator ini gak cuan
134,@berusahakita5068,Aku GK mau lagi beli produk Israel jahanam,aku gk mau lagi beli produk israel jahanam
135,@puriaja88,aku tetap cinta produk luar,aku tetap cinta produk luar
136,@adnyanisiwi8785,"Klo produknya dr luar alias impor sah sah aja tp klo pabriknya di indo nesia yg nyari mkn org indonesia apa mau motong pencarian nafkah orang orang tersebut, emang ga ada cara lain kah??",klo produknya dr luar alias impor sah sah aja tp klo pabriknya di indo nesia yg nyari mkn org indonesia apa mau motong pencarian nafkah orang orang tersebut emang ga ada cara lain kah
137,@rinohadiprojo2268,"Padahal kecap abc malah udah jelas produk dari heins US, 😅",padahal kecap abc malah udah jelas produk dari heins us
138,@user-ur1hn6jk5j,produk haram 🤣 zionis israel ganti produk indonesia 🇮🇩❤,produk haram zionis israel ganti produk indonesia
139,@fidelisjoash,itu cuma beli cabang nya di Israel tapi itu yg buat orang Indonesia kalo itu di baikot orang Indonesia rugi nanti yg kerja di pabrik g di gaji karena g laku lu jangan kaya gitu kasian yg kerja di pabrik,itu cuma beli cabang nya di israel tapi itu yg buat orang indonesia kalo itu di baikot orang indonesia rugi nanti yg kerja di pabrik di gaji karena laku lu jangan kaya gitu kasian yg kerja di pabrik
140,@cahyono35,Orang2 bego,orang bego
141,@cahaya_mega,"jangan membantu Israel yahudi yang sedang menjajah Islam,palestina, jika kita membeli produk mereka maka mereka mendapat keuntungan menambah modal untuk menjajah ,",jangan membantu israel yahudi yang sedang menjajah islampalestina jika kita membeli produk mereka maka mereka mendapat keuntungan menambah modal untuk menjajah
142,@vegadio1924,Taek,taek
143,@JELLYSEVEN153,yang penting kata ibu gw juga ada logo halalnya,yang penting kata ibu gw juga ada logo halalnya
144,@adieprayoga7186,"Boikot"" taik lahh.......",boikot taik lahh
145,@jimykabnani4049,Konten bodoh,konten bodoh
146,@ridwanethed7985,Emang itu buatan Israel ya???,emang itu buatan israel ya
147,@begorosominiaturexcavator5827,"Tp knpa y,israel yg notabene negara kecil,tp bsa mnguasai produk2 yg notbane kbtuhan manusia,sampai d export d negara2 yg jauh lbh besar drinya. Pelajari kejeniusannya Jangan tiru sifat buruknya",tp knpa yisrael yg notabene negara keciltp bsa mnguasai produk yg notbane kbtuhan manusiasampai export negara yg jauh lbh besar drinya pelajari kejeniusannya jangan tiru sifat buruknya
148,@bayurocky1326,"Perusahaan yg support Israel tidak hanya Unilever tapi ada juga Danone, Nestle, L\'oreal itu semua banyak produk turunannya di Indonesia, tinggal cek aja klw ada nama perusahaan itu dibungkusnya",perusahaan yg support israel tidak hanya unilever tapi ada juga danone nestle loreal itu semua banyak produk turunannya di indonesia tinggal cek aja klw ada nama perusahaan itu dibungkusnya
149,@user-cb8bc4ch8b,"ABC Heinz orang tua grup, bukan pro Israel ya. Koreksi klo salah",abc heinz orang tua grup bukan pro israel ya koreksi klo salah
150,@sandryaroma6477,"Susah sih mau boikot gimana pun, sebab kalau air dari aqua ganti ke leminerale emang bagus, tapi saya yang pengguna leminerale dari dulu sekarang tiba² sudah lebih dari 2 minggu produknya kosong yang galon, sebab barang habis sebelum sampai terutama wilayah DI Yogyakarta, alhasil mau gak mau beli Aqua, tolong dong pihak leminerale tingkatkan kuantitas produknya",susah sih mau boikot gimana pun sebab kalau air dari aqua ganti ke leminerale emang bagus tapi saya yang pengguna leminerale dari dulu sekarang tiba sudah lebih dari minggu produknya kosong yang galon sebab barang habis sebelum sampai terutama wilayah di yogyakarta alhasil mau gak mau beli aqua tolong dong pihak leminerale tingkatkan kuantitas produknya
151,@majidkobat8429,"Pabrikny d Indonesia d boikot karyawan ngelunjak mnta pekerjaan, dasar bodoh minimal beragama pake otak gk pake nafsu😂, emng jualan isu palestina israel paling laris",pabrikny indonesia boikot karyawan ngelunjak mnta pekerjaan dasar bodoh minimal beragama pake otak gk pake nafsu emng jualan isu palestina israel paling laris
152,@majidkobat8429,Boikot2 trus gk inget Instragram YouTube jg iya 😂,boikot trus gk inget instragram youtube jg iya
153,@yuliusyuliustandisambeanig7786,boikot boikot emang lu pikir negara ini makmur buktinya banyak orang susah cari kerja,boikot boikot emang lu pikir negara ini makmur buktinya banyak orang susah cari kerja
154,@sonnieragielta6356,Mending admin suruh liat podcast deddy corbuzer ..biar cerdas ...!!,mending admin suruh liat podcast deddy corbuzer biar cerdas
155,@vlogAdi-ru8bw,yang penting halal kok,yang penting halal kok
156,@acsoccer3157,Membela palestina tapi membuat menderita saudara sebangsa terutama para UMKM😢,membela palestina tapi membuat menderita saudara sebangsa terutama para umkm
157,@rahmath.5629,Jepang kan pro Yahudi juga kan,jepang kan pro yahudi juga kan
159,@anisaja849,Boikot juga google biar kalian juga mampus sendiri orang kok pada sok Sok an,boikot juga google biar kalian juga mampus sendiri orang kok pada sok sok an
160,@Pendekar1926,"Entah kenapa saya rasa sistem aturan kepemerintahan sudah bobrok,,, Mereka mengatakan boikot tapi Tetap menampung produk import dari luar😢#Miris",entah kenapa saya rasa sistem aturan kepemerintahan sudah bobrok mereka mengatakan boikot tapi tetap menampung produk import dari luar miris
161,@user-bz7kq2yc8e,Baikot tau embargo Di Indonesia,baikot tau embargo di indonesia
162,@AnonymITOps,usaha semampumu membantu palestina meskipu hanya seribu tinggal milih bantu Zionist atau free palestine... gausah jauh2 mikir pabrik tutup karyawan pecat atau apalah semua demi palestina... sekali lagi mau belanja dan mengalirkan untuk zionist??? lagian ada alternatif produk lokal ngapain ga didukung... #baikotproisrahell,usaha semampumu membantu palestina meskipu hanya seribu tinggal milih bantu zionist atau free palestine gausah jauh mikir pabrik tutup karyawan pecat atau apalah semua demi palestina sekali lagi mau belanja dan mengalirkan untuk zionist lagian ada alternatif produk lokal ngapain ga didukung baikotproisrahell
163,@Bazzer953,Gua mah kagak peduli,gua mah kagak peduli
164,@TengkuHendra-wi4th,Serba salah memang.maka kita bangsa indonesia harus berpikir lagi,serba salah memangmaka kita bangsa indonesia harus berpikir lagi
165,@rian132ful,Senjata kita juga bisa dari produk2 itu. Di dunia yg udah terlanjur mengglobal ini semua terkoneksi,senjata kita juga bisa dari produk itu di dunia yg udah terlanjur mengglobal ini semua terkoneksi
166,@ndanbos,"Yg jelas unilever nggak bisa bs,",yg jelas unilever nggak bisa bs
167,@Fikrianayah_Ab,"Setidaknya allah tau kita dipihak mana,kalau sekedar boikot aja ngeluh gimana mau jihad,mereka di palestina sana nyawa seperti gak ada harganya, barang jenis yang sama ada banyak merek yg berbeda kenapa sulit sekali sepertinya, apa udah gk punya hati lagi.",setidaknya allah tau kita dipihak manakalau sekedar boikot aja ngeluh gimana mau jihadmereka di palestina sana nyawa seperti gak ada harganya barang jenis yang sama ada banyak merek yg berbeda kenapa sulit sekali sepertinya apa udah gk punya hati lagi
168,@TehnicDIYelectro,Sebelum nya di pakai sama yang ngerekan sebelum boikot napa di boikot ama dia sendiri😂😂😂😂 padahal sendirinya pernah pakai,sebelum nya di pakai sama yang ngerekan sebelum boikot napa di boikot ama dia sendiri padahal sendirinya pernah pakai
170,@user-lu1kh7ti1h,Emang gua pikirin😂😂😂😂yg penting,emang gua pikirin yg penting
171,@hondajabodetabek5455,"Gak malu teriak boikot tp msh youtube an,,msh pke internet,,munafik LOL😂😂",gak malu teriak boikot tp msh youtube anmsh pke internetmunafik lol
172,@MichaelMartuah-ni4vw,Palestina hancur,palestina hancur
173,@dakwahislam2013,Berita palsu mui tidak pernah memberi list produk boikot,berita palsu mui tidak pernah memberi list produk boikot
174,@nadyaaaaaaa17,Mmmmmm aku ada denger klo itu semua hoaks kyk klo salah maaf ya,mmmmmm aku ada denger klo itu semua hoaks kyk klo salah maaf ya
175,@nana_rodiana,"Tapi mohon maaf sebelumnya bukan saya tidak berpihak pada palestina, tapi saya membeli apapun yang sedang promo😁 tak memandang produk nya berasal darimana , saya hanya mencari selagi ada harga yg lebih murah kenapa tidak🙏🏻",tapi mohon maaf sebelumnya bukan saya tidak berpihak pada palestina tapi saya membeli apapun yang sedang promo tak memandang produk nya berasal darimana saya hanya mencari selagi ada harga yg lebih murah kenapa tidak
176,@VitoWarsito-lj6qh,konten tolol ini sih namanya,konten tolol ini sih namanya
177,@nuncydewi8080,Maaf kalo produk abc juga boikot,maaf kalo produk abc juga boikot
178,@aktordrift48,Setahu gw aqua produk dr italy dh,setahu gw aqua produk dr italy dh
179,@Fath_Gaming,"Slalu tonton channel om Deddy Corbuzier ya guys, dan apapun barang yg di Indonesia sejenis boikot itu gk pengaruh, cukup do\'a kan saudara kita di Palestina klok perlu kita ikut sumbang juga dan GK ush milih2 produk lh, lol pemikiran pendek gini gk patut dicontoh, boikot makanan apapun klok udh halal itu gk masalah, respect juga lh k pedagang, berfikir lh dengan tenang dulu ya guys",slalu tonton channel om deddy corbuzier ya guys dan apapun barang yg di indonesia sejenis boikot itu gk pengaruh cukup doa kan saudara kita di palestina klok perlu kita ikut sumbang juga dan gk ush milih produk lh lol pemikiran pendek gini gk patut dicontoh boikot makanan apapun klok udh halal itu gk masalah respect juga lh pedagang berfikir lh dengan tenang dulu ya guys
180,@nuncydewi8080,Ngaruh cok coba lu beli banyak banyak sama dengan lu telah ngebunuh saudara kita sendiri,ngaruh cok coba lu beli banyak banyak sama dengan lu telah ngebunuh saudara kita sendiri
181,@enghtdeswandi9183,"Dah tau israel sama palestina perang, kapan pula produksi kecap wkwkwkwk",dah tau israel sama palestina perang kapan pula produksi kecap wkwkwkwk
182,@enghtdeswandi9183,"Marketing pun ikut perang wkwkwkwk lucu, lama2 balik ke hutan org wkwkwkwk. Takut nya rumput sama pohon dihutan pun diboikot wkwkwkwkk",marketing pun ikut perang wkwkwkwk lucu lama balik ke hutan org wkwkwkwk takut nya rumput sama pohon dihutan pun diboikot wkwkwkwkk
183,@wawanadtmarta1420,Boykot Produk Israel dan Para Pendukungnya serta pegikutnya,boykot produk israel dan para pendukungnya serta pegikutnya
184,@user-yf4jw1jn2v,Perasaan hp youtube jg Israel,perasaan hp youtube jg israel
185,@fantasticfour6926,"Ternyata selama ini tanpa kusadari, aku pakai produk yg tidak membela israel",ternyata selama ini tanpa kusadari aku pakai produk yg tidak membela israel
186,@yudipramono761,"Preeet, kok nggak yang duitnya gede kayak Google, youtube, Facebook, whatsapp, Microsoft, tolol dipelihara.",preeet kok nggak yang duitnya gede kayak google youtube facebook whatsapp microsoft tolol dipelihara
187,@rohmaxoem8887,hoaxs,hoaxs
188,@hariatiningsih4106,gua heran .masak indonesia beli product semua diisrael ..kan pembuatanya diindonesia pengolahanya semua wkwkwkwkw lucu amat ini👍👍,gua heran masak indonesia beli product semua diisrael kan pembuatanya diindonesia pengolahanya semua wkwkwkwkw lucu amat ini
189,@ginhenggin6137,"MUI cuma ngasih perintah boikot pruduk israel, tapi nggk berani menutup pabrik atau menutup distributor biar semua produk itu nggk sampe diwarung😂😂 _#benarbenarkocak_",mui cuma ngasih perintah boikot pruduk israel tapi nggk berani menutup pabrik atau menutup distributor biar semua produk itu nggk sampe diwarung benarbenarkocak
190,@TundraXCRAFT,Kak Aqua bukan dari Israel tapi dari Prancis kak,kak aqua bukan dari israel tapi dari prancis kak
191,@mokhaidulkhodarridho9112,Hp mu buang jga sekalaian jgn main internet sma ja km nyumbang bom nuklir😂😂😂,hp mu buang jga sekalaian jgn main internet sma ja km nyumbang bom nuklir
192,@oraURUS666,"sak karepmu,,Ra urusan...😂😂😂",sak karepmura urusan
193,@dwiyuwono4983,Semakin di boikot.. Gue malah pingin memborong... Yang paling penting.. Kebutuhan Gue terpenuhi.. Masa bodo dengan yang memboikot..!!!,semakin di boikot gue malah pingin memborong yang paling penting kebutuhan gue terpenuhi masa bodo dengan yang memboikot
194,@amy_4612,Israel babi asu,israel babi asu
195,@gevianotristan7915,"Membuat konten tanpa harus berpikir 😅😅 Terserah anda mau beli apa tidak tapi kenapa harus di jadikan konten ? Kreatif dikit kalo membuat konten,apa karena lagi rame perang membuat konten ginian biar rame pengunjung 😅 orang  62 memang latah",membuat konten tanpa harus berpikir terserah anda mau beli apa tidak tapi kenapa harus di jadikan konten kreatif dikit kalo membuat kontenapa karena lagi rame perang membuat konten ginian biar rame pengunjung orang memang latah
196,@maulanasoni9507,Alhamdulillah w udh boikot,alhamdulillah udh boikot
197,@irvanmuchlas7112,"Lanjutkan terus boikot produk"" pro Israel dan NATO...💪💪💪",lanjutkan terus boikot produk pro israel dan nato
198,@farizwahyu5703,Kalo boikot itu juga mikir dukung Palestina wajib tapi jangan merugikan orang yg gak dukung Israel mereka juga nyari nafkah gimanaya warga negarakita ini selalu berkomentar sebelum berbicara siapa aja yg di rugikan jangan selalu yg dilihat sisi bagus nya aja la minimal hadeh hadeh,kalo boikot itu juga mikir dukung palestina wajib tapi jangan merugikan orang yg gak dukung israel mereka juga nyari nafkah gimanaya warga negarakita ini selalu berkomentar sebelum berbicara siapa aja yg di rugikan jangan selalu yg dilihat sisi bagus nya aja la minimal hadeh hadeh
199,@R1kkkkk,SEJAK KAPAN KECAP BANGO DARI ISRAEL NGADA NGADA,sejak kapan kecap bango dari israel ngada ngada
200,@kidawielkasoet5633,PEMBODOHAN untuk orang2 awam yg ga tau menahu soal boikot2 produk israel... kalo cuma modal semangat doank lebih baik diam dan doakan sodara2 kita baik2 di Palestina,pembodohan untuk orang awam yg ga tau menahu soal boikot produk israel kalo cuma modal semangat doank lebih baik diam dan doakan sodara kita baik di palestina
201,@carpinapajak5670,"Persaingan bisnis, bijaklah dalam menentukan sikap, harus tau dulu asal usulnya jgan asal boikot bos.",persaingan bisnis bijaklah dalam menentukan sikap harus tau dulu asal usulnya jgan asal boikot bos
202,@secretdita6000,🤣🤣🤣LAWAKK PLUS NDAK ADA OTAKNYA🤣🤣.. IPHONE MSH DIPAKE DISAYANG2 USTADX JG PAKAI IPHONE🤣🤣🤣🤣... ISRAEL THE KING🇮🇱🇮🇱🇮🇱😘😘😘😘😘😘😘😘😘😘😘😘😘😘🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱,lawakk plus ndak ada otaknya iphone msh dipake disayang ustadx jg pakai iphone israel the king
203,@user-rk1tx2mf4u,"Karna boikot akan bnyak pengangguran liat aja nanti,,GK ada baiknya boikot kalau kita saja masih membutuhkannya",karna boikot akan bnyak pengangguran liat aja nantigk ada baiknya boikot kalau kita saja masih membutuhkannya
204,@AOppo-lb9nq,kecap bango psncen enak dari yg lain..tp skrng aku ganti kecap sedap sumpah kecap nya gk enak banget..tp demi palestina aku tetep pakek kecap sedap,kecap bango psncen enak dari yg laintp skrng aku ganti kecap sedap sumpah kecap nya gk enak bangettp demi palestina aku tetep pakek kecap sedap
205,@digdosetyo2832,"Kalau boikot itu ya siapa yg membekingi Israel,bukan produk nya,sama aja kalian mematikan rejeki orang Indonesia yg kerja di pabrik dan pedagang kecil",kalau boikot itu ya siapa yg membekingi israelbukan produk nyasama aja kalian mematikan rejeki orang indonesia yg kerja di pabrik dan pedagang kecil
206,@fuhendra1520,"hbs nih HP, FB twitter, youtube,tiktok,WA,IG di boikot",hbs nih hp fb twitter youtubetiktokwaig di boikot
207,@meslianibrsimamora7832,Bodoh .itu hanya marketing dri yg punya produk,bodoh itu hanya marketing dri yg punya produk
208,@LALINA03,Harusnya barangnya yg di stop.. kalo sudah masuk ke toko2 atau warung2 yang ada warung rugi 😅,harusnya barangnya yg di stop kalo sudah masuk ke toko atau warung yang ada warung rugi
209,@LinaLinawati-sp4re,Emang itu haram ya 😅😅,emang itu haram ya
210,@untuksemua3750,"Seharusnya yang mulai boikot itu pemerintah dulu, jgn dimasukin produknya ke negara dulu bukannya masyarakat",seharusnya yang mulai boikot itu pemerintah dulu jgn dimasukin produknya ke negara dulu bukannya masyarakat
211,@Republic_of_Aceh,"Semenjak ad produk boikot dri israel kasian yg di alfamart,Indomaret,supermarket gk laku gra² ini kasian kan mcd jdi sepi soalny dia buatan israel,jajanan indomaret, Alfamart, minimarket jdi gk ad yg beli udhh kelarin aj gini deh yg penting halal dan bisa buat mandi dan buat cuci piring dan minum udh inti ny gitu pada sepi gra² ini udh jangan pake baikot²an yg penting halal buat makan dan minuman trs buat cuci piring dan buat mandi udh gitu aj",semenjak ad produk boikot dri israel kasian yg di alfamartindomaretsupermarket gk laku gra ini kasian kan mcd jdi sepi soalny dia buatan israeljajanan indomaret alfamart minimarket jdi gk ad yg beli udhh kelarin aj gini deh yg penting halal dan bisa buat mandi dan buat cuci piring dan minum udh inti ny gitu pada sepi gra ini udh jangan pake baikot an yg penting halal buat makan dan minuman trs buat cuci piring dan buat mandi udh gitu aj
212,@bahriasula8853,Kak aku cuma pengen ngasih tau kalo beli sesuatu jangan dijadikan konten yang mengait kan palestina apalagi karena yang punya produk akan rugi karena orang tidak mau membeli produk nya.,kak aku cuma pengen ngasih tau kalo beli sesuatu jangan dijadikan konten yang mengait kan palestina apalagi karena yang punya produk akan rugi karena orang tidak mau membeli produk nya
